job_name,submit_time,duration,region,k,L_max,submit_local_hour,band,alpha,assigned_region
j_114676,8970878.5,2701.5,India,2,11490.7,1.41,night,1.0,US_West
j_096428,8971713.9,3481.4,Korea,1,86337.8,5.14,night,1.0,US_West
j_005188,8972359.7,2554.3,US_West,1,54011.3,12.32,day,1.0,France
j_005190,8972594.8,5.1,US_West,5,3.1,12.39,day,1.0,US_West
j_005183,8972709.3,7126.1,US_West,1,61342.4,12.42,day,1.0,US_West
j_114689,8972751.4,10599.4,India,1,71112.9,1.93,night,1.0,France
j_041674,8972808.6,657.8,US_East,2,15396.0,15.45,day,1.0,France
j_005154,8973262.9,9.0,US_West,5,4.2,12.57,day,1.0,US_West
j_059935,8973401.8,3091.3,France,1,67880.4,21.61,night,1.0,France
j_114664,8973971.2,71.8,India,4,21.2,2.27,night,1.0,France
j_078157,8974198.1,14.5,Germany,4,34.8,21.83,night,1.0,France
j_023446,8974344.6,21.1,US_Central,4,44.5,14.87,day,1.0,US_West
j_114669,8974363.9,540.7,India,2,9284.5,2.38,night,1.0,US_West
j_078188,8974395.5,70.4,Germany,4,17.5,21.89,night,1.0,US_West
j_114668,8974421.4,7094.4,India,1,63226.1,2.39,night,1.0,France
j_078183,8974622.5,7031.3,Germany,1,50796.3,21.95,night,1.0,US_West
j_059924,8974681.9,8974.1,France,1,45204.3,21.97,night,1.0,US_Central
j_078150,8974936.5,7018.5,Germany,1,65905.6,22.04,night,1.0,France
j_059909,8974974.0,8930.8,France,1,64810.0,22.05,night,1.0,France
j_114687,8975476.4,1425.3,India,1,62065.0,2.69,night,1.0,France
j_132933,8975491.3,4354.3,Japan,1,55528.8,6.19,night,1.0,US_West
j_005166,8975572.7,602.2,US_West,3,148.0,13.21,day,1.0,US_East
j_078178,8975862.1,9305.4,Germany,1,57782.3,22.3,night,1.0,France
j_005167,8975963.1,2.9,US_West,5,3.6,13.32,day,1.0,US_East
j_132925,8976429.9,10511.6,Japan,1,64916.8,6.45,night,1.0,US_East
j_114688,8976733.0,21600.0,India,1,51169.2,3.04,night,1.0,US_West
j_023441,8976887.6,5.6,US_Central,5,2.8,15.58,day,1.0,US_West
j_005155,8977000.9,37.3,US_West,4,57.3,13.61,day,1.0,US_West
j_005197,8977086.7,21600.0,US_West,1,69492.5,13.64,day,1.0,US_West
j_114691,8977490.0,9966.9,India,1,85431.8,3.25,night,1.0,France
j_114686,8977605.6,4574.9,India,2,15445.0,3.28,night,1.0,US_East
j_132921,8977854.8,7.1,Japan,5,4.8,6.85,night,1.0,US_West
j_005192,8978096.8,7397.4,US_West,2,25864.2,13.92,day,1.0,US_West
j_078191,8978252.0,37.7,Germany,4,24.5,22.96,night,1.0,US_East
j_041673,8978824.4,96.7,US_East,3,161.3,17.12,day,1.0,France
j_078192,8979181.5,3869.1,Germany,1,45175.1,23.22,night,1.0,US_East
j_023428,8979192.3,11.3,US_Central,5,1.9,16.22,day,1.0,France
j_096444,8979348.8,75.2,Korea,4,24.9,7.26,night,1.0,US_West
j_059903,8979438.1,1345.5,France,1,77681.1,23.29,night,1.0,US_East
j_059916,8979672.9,8.7,France,5,3.8,23.35,night,1.0,France
j_132939,8979884.9,6282.0,Japan,1,74110.2,7.41,night,1.0,US_East
j_059940,8980420.9,6245.3,France,1,46087.0,23.56,night,1.0,US_East
j_078170,8980437.9,8.7,Germany,5,1.8,23.57,night,1.0,US_East
j_114675,8980585.9,19.7,India,5,1.4,4.11,night,1.0,US_West
j_114650,8980650.9,5407.8,India,2,10764.6,4.13,night,1.0,US_East
j_023427,8981020.6,189.1,US_Central,3,317.9,16.73,day,1.0,US_West
j_023445,8981028.2,95.9,US_Central,4,27.0,16.73,day,1.0,US_West
j_078197,8981125.6,1850.0,Germany,2,9154.1,23.76,night,1.0,US_East
j_114684,8981173.0,3737.1,India,1,70268.6,4.27,night,1.0,US_East
j_132912,8981676.3,505.3,Japan,3,470.6,7.91,night,1.0,US_West
j_059945,8981894.0,177.3,France,3,132.1,23.97,night,1.0,US_East
j_114662,8982175.1,2352.6,India,1,50078.7,4.55,night,1.0,France
j_132907,8982187.8,701.7,Japan,2,8117.0,8.05,day,1.0,US_West
j_023416,8982275.2,59.8,US_Central,3,148.3,17.08,day,1.0,France
j_059938,8982618.4,4873.2,France,1,64260.5,0.17,night,1.0,US_West
j_059930,8982825.1,1648.9,France,2,23265.5,0.23,night,1.0,France
j_059904,8983484.3,5369.3,France,1,64553.1,0.41,night,1.0,France
j_005184,8983702.6,129.7,US_West,3,200.7,15.47,day,1.0,US_West
j_059910,8984210.2,12758.4,France,1,82767.3,0.61,night,1.0,France
j_005161,8984347.6,46.9,US_West,4,58.2,15.65,day,1.0,US_West
j_078184,8984726.3,4554.5,Germany,1,66224.8,0.76,night,1.0,US_West
j_132943,8985195.4,24.9,Japan,4,17.3,8.89,day,1.0,US_West
j_041699,8985350.4,6.3,US_East,4,43.3,18.93,day,1.0,France
j_041740,8985707.7,3.3,US_East,5,1.8,19.03,day,1.0,France
j_078221,8985803.5,34.1,Germany,4,17.2,1.06,night,1.0,France
j_059959,8985820.3,4510.7,France,1,79532.2,1.06,night,1.0,France
j_078242,8985964.7,6903.5,Germany,1,57431.5,1.1,night,1.0,France
j_078223,8986005.5,7722.1,Germany,1,44197.8,1.11,night,1.0,France
j_096488,8986247.9,246.1,Korea,3,403.1,9.18,day,1.0,US_West
j_041701,8986287.7,2531.0,US_East,1,44535.7,19.19,day,1.0,France
j_078201,8986394.7,15.2,Germany,4,47.4,1.22,night,1.0,US_West
j_005211,8987177.4,20.6,US_West,4,21.1,16.44,day,1.0,France
j_005206,8987390.5,8.4,US_West,5,2.4,16.5,day,1.0,US_West
j_078218,8987747.6,3537.5,Germany,1,74897.4,1.6,night,1.0,US_West
j_132979,8989055.8,31.6,Japan,4,36.2,9.96,day,1.0,US_West
j_096494,8989099.0,14.0,Korea,4,26.3,9.97,day,1.0,France
j_078234,8990214.5,754.1,Germany,1,60272.1,2.28,night,1.0,France
j_041748,8990261.4,5.4,US_East,5,1.7,20.29,night,1.0,US_West
j_096499,8990536.5,9.6,Korea,5,2.1,10.37,day,1.0,France
j_132970,8990629.4,4.1,Japan,5,1.9,10.4,day,1.0,France
j_005219,8990901.9,3310.5,US_West,1,52211.4,17.47,day,1.0,US_West
j_078211,8991897.5,12793.6,Germany,1,58750.0,2.75,night,1.0,France
j_059950,8992216.5,3052.0,France,1,60660.6,2.84,night,1.0,France
j_132968,8992415.9,45.5,Japan,3,127.9,10.89,day,1.0,US_West
j_114746,8992524.5,3853.9,India,1,57317.5,7.42,night,1.0,France
j_041725,8992551.6,39.2,US_East,4,25.6,20.93,night,1.0,US_West
j_114745,8992680.3,5.2,India,5,1.1,7.47,night,1.0,France
j_096469,8992805.1,17.8,Korea,4,15.1,11.0,day,1.0,US_West
j_096458,8992937.7,2.4,Korea,5,2.3,11.04,day,1.0,US_West
j_114701,8993065.3,28.5,India,4,33.1,7.57,night,1.0,France
j_096467,8993203.5,13.5,Korea,5,2.0,11.11,day,1.0,US_West
j_114743,8993349.7,21600.0,India,1,44512.3,7.65,night,1.0,US_West
j_132999,8993425.9,10.0,Japan,5,1.2,11.17,day,1.0,France
j_059996,8993580.1,7748.0,France,1,48214.0,3.22,night,1.0,US_West
j_096495,8993939.5,14.2,Korea,5,2.0,11.32,day,1.0,US_West
j_023463,8994099.5,14.2,US_Central,5,2.7,20.36,night,1.0,France
j_096456,8994282.9,4.3,Korea,5,1.5,11.41,day,1.0,US_West
j_078214,8995104.6,2441.2,Germany,2,11145.2,3.64,night,1.0,US_West
j_023477,8995382.5,3515.1,US_Central,1,75124.8,20.72,night,1.0,France
j_096479,8995816.1,3.3,Korea,5,2.0,11.84,day,1.0,France
j_096465,8995919.6,16.3,Korea,4,40.3,11.87,day,1.0,France
j_023493,8996185.2,2.2,US_Central,5,2.8,20.94,night,1.0,US_West
j_114715,8996563.1,6.4,India,5,2.6,8.55,day,1.0,France
j_114735,8996579.5,6.0,India,5,1.0,8.55,day,1.0,France
j_132966,8996622.3,1.9,Japan,5,3.5,12.06,day,1.0,US_West
j_023462,8996627.7,537.4,US_Central,2,8074.8,21.06,night,1.0,France
j_059973,8996890.3,1208.0,France,2,21102.8,4.14,night,1.0,US_East
j_096476,8997148.2,2.6,Korea,5,3.1,12.21,day,1.0,France
j_059978,8997290.4,1177.0,France,2,20115.4,4.25,night,1.0,France
j_023484,8997394.8,14.2,US_Central,4,55.6,21.28,night,1.0,US_West
j_078238,8997837.9,23.5,Germany,4,29.1,4.4,night,1.0,US_West
j_041730,8998220.6,13679.8,US_East,1,48451.3,22.51,night,1.0,France
j_114739,8998599.8,5021.1,India,1,77702.7,9.11,day,1.0,France
j_041735,8999081.0,481.3,US_East,2,10904.3,22.74,night,1.0,US_West
j_059961,8999134.8,1040.6,France,1,64413.2,4.76,night,1.0,US_West
j_096496,8999152.2,41.7,Korea,4,22.7,12.76,day,1.0,US_West
j_132974,8999303.1,14.3,Japan,4,17.5,12.81,day,1.0,US_West
j_005214,8999602.2,300.0,US_West,1,64012.6,19.89,day,1.0,France
j_132958,8999750.7,4.3,Japan,5,1.5,12.93,day,1.0,France
j_096463,8999857.2,18.2,Korea,4,23.3,12.96,day,1.0,US_East
j_041720,9000685.7,5.2,US_East,5,1.2,23.19,night,1.0,France
j_132976,9000695.2,3.0,Japan,5,3.9,13.19,day,1.0,US_West
j_096485,9000884.9,32.6,Korea,4,46.6,13.25,day,1.0,France
j_132972,9001159.5,6.7,Japan,5,1.1,13.32,day,1.0,France
j_041721,9001655.5,6110.7,US_East,2,8650.3,23.46,night,1.0,US_West
j_096454,9001885.8,3.2,Korea,5,3.2,13.52,day,1.0,France
j_078226,9002166.5,15043.2,Germany,1,73640.4,5.6,night,1.0,US_West
j_059968,9002219.7,5.4,France,5,1.3,5.62,night,1.0,US_West
j_005239,9002306.3,2028.2,US_West,1,51684.1,20.64,night,1.0,France
j_132963,9002355.0,125.9,Japan,3,487.8,13.65,day,1.0,France
j_096470,9002938.6,4.4,Korea,5,4.7,13.82,day,1.0,US_West
j_096480,9003032.6,6247.6,Korea,1,78148.9,13.84,day,1.0,France
j_114722,9003045.5,2.9,India,5,1.8,10.35,day,1.0,France
j_132985,9003408.1,1.9,Japan,5,2.1,13.95,day,1.0,France
j_114729,9003589.4,21.3,India,4,20.0,10.5,day,1.0,US_West
j_132986,9004409.3,23.2,Japan,4,21.7,14.22,day,1.0,US_West
j_096486,9005157.8,29.1,Korea,4,49.9,14.43,day,1.0,US_West
j_114723,9005181.0,7.0,India,5,1.6,10.94,day,1.0,France
j_096489,9005355.2,15.9,Korea,4,57.4,14.49,day,1.0,US_West
j_132983,9005724.2,35.5,Japan,4,31.7,14.59,day,1.0,France
j_114717,9005903.9,21.9,India,4,20.0,11.14,day,1.0,US_West
j_096462,9006022.7,1367.6,Korea,2,15187.8,14.67,day,1.0,France
j_005218,9006088.7,2585.8,US_West,1,71823.8,21.69,night,1.0,France
j_096478,9006297.3,3.5,Korea,5,3.7,14.75,day,1.0,US_West
j_096468,9006459.4,3.8,Korea,5,1.3,14.79,day,1.0,France
j_132954,9006595.7,10.0,Japan,4,27.7,14.83,day,1.0,France
j_132994,9006778.2,4.0,Japan,5,1.2,14.88,day,1.0,France
j_132975,9006839.1,1619.7,Japan,2,9547.6,14.9,day,1.0,US_West
j_041728,9007173.2,1884.8,US_East,2,27146.4,0.99,night,1.0,US_West
j_096453,9007328.5,3.8,Korea,5,2.4,15.04,day,1.0,France
j_041738,9007564.8,4979.5,US_East,1,79815.6,1.1,night,1.0,US_East
j_005222,9007607.9,15713.3,US_West,1,74464.1,22.11,night,1.0,US_West
j_114725,9007788.5,35.8,India,4,23.6,11.66,day,1.0,US_West
j_096461,9007857.8,160.0,Korea,3,437.0,15.18,day,1.0,France
j_005240,9008000.7,2.3,US_West,5,4.2,22.22,night,1.0,US_East
j_132982,9008403.7,32.0,Japan,4,50.5,15.33,day,1.0,US_West
j_023461,9008573.8,21.5,US_Central,4,15.4,0.38,night,1.0,US_West
j_132952,9009197.1,5.0,Japan,5,1.4,15.55,day,1.0,France
j_096474,9009348.7,2.8,Korea,5,2.1,15.6,day,1.0,US_East
j_096450,9009472.1,1.5,Korea,5,2.5,15.63,day,1.0,US_East
j_096492,9009553.2,8975.3,Korea,1,45081.5,15.65,day,1.0,France
j_114710,9009769.9,44.2,India,4,20.3,12.21,day,1.0,US_West
j_059982,9009944.3,2.4,France,5,4.0,7.76,night,1.0,US_East
j_023475,9009975.4,3095.1,US_Central,1,54995.7,0.77,night,1.0,France
j_114721,9009985.3,8.7,India,5,2.8,12.27,day,1.0,France
j_041705,9010016.6,7702.4,US_East,1,82493.8,1.78,night,1.0,France
j_132990,9010186.6,12.1,Japan,4,57.7,15.83,day,1.0,US_West
j_096455,9010449.2,5.1,Korea,5,4.5,15.9,day,1.0,US_West
j_023457,9010625.1,11341.3,US_Central,1,68738.6,0.95,night,1.0,France
j_114740,9011175.8,2.6,India,5,1.4,12.6,day,1.0,US_East
j_059954,9011238.7,3.9,France,5,3.1,8.12,day,1.0,US_East
j_132991,9011753.1,1938.0,Japan,2,16077.5,16.26,day,1.0,France
j_114713,9012134.8,18.4,India,4,17.6,12.87,day,1.0,US_East
j_041708,9012571.0,3449.2,US_East,1,59778.7,2.49,night,1.0,US_East
j_132951,9012786.3,12510.5,Japan,1,57872.5,16.55,day,1.0,France
j_059964,9013083.2,5.5,France,5,4.3,8.63,day,1.0,France
j_005242,9013267.8,1211.8,US_West,2,8417.0,23.69,night,1.0,France
j_023451,9013390.3,7914.3,US_Central,1,69930.9,1.72,night,1.0,France
j_005228,9013591.2,10.0,US_West,5,1.8,23.78,night,1.0,France
j_005244,9013718.2,4666.1,US_West,2,28531.7,23.81,night,1.0,France
j_041749,9013720.3,32.6,US_East,4,20.0,2.81,night,1.0,US_East
j_041734,9014565.6,2221.0,US_East,1,70857.1,3.05,night,1.0,France
j_114726,9014690.9,27.8,India,4,41.5,13.58,day,1.0,US_East
j_005224,9014781.9,54.6,US_West,4,28.5,0.11,night,1.0,Germany
j_096460,9014931.4,45.3,Korea,4,51.3,17.15,day,1.0,Germany
j_005247,9015047.4,702.6,US_West,2,20966.6,0.18,night,1.0,Germany
j_114708,9015100.7,15.9,India,4,41.2,13.69,day,1.0,Germany
j_114748,9015161.0,6359.2,India,1,44307.2,13.71,day,1.0,Germany
j_041747,9015334.6,45.4,US_East,4,49.9,3.26,night,1.0,Germany
j_041714,9015602.6,2512.9,US_East,1,68594.4,3.33,night,1.0,France
j_023480,9015821.3,2152.8,US_Central,1,54826.0,2.39,night,1.0,US_East
j_078248,9016630.7,133.1,Germany,4,29.6,9.62,day,1.0,Germany
j_078228,9016880.7,20.6,Germany,5,3.9,9.69,day,1.0,France
j_132992,9016965.4,5.6,Japan,5,1.7,17.71,day,1.0,Germany
j_023482,9017083.6,646.1,US_Central,2,12110.4,2.75,night,1.0,Germany
j_005216,9017275.8,1058.1,US_West,1,75894.1,0.8,night,1.0,France
j_059992,9017302.2,215.8,France,3,138.1,9.81,day,1.0,Germany
j_132984,9017369.7,349.0,Japan,3,276.4,17.82,day,1.0,Germany
j_023483,9017882.7,14400.0,US_Central,2,21594.3,2.97,night,1.0,Germany
j_096497,9017945.7,19.2,Korea,4,18.9,17.98,day,1.0,US_East
j_005217,9017989.8,4811.0,US_West,1,48597.6,1.0,night,1.0,France
j_041704,9018354.9,3686.1,US_East,1,64048.8,4.1,night,1.0,France
j_059991,9018448.9,15.8,France,4,15.4,10.12,day,1.0,Germany
j_132969,9018490.2,359.5,Japan,3,149.6,18.14,day,1.0,US_East
j_114744,9018520.6,266.4,India,3,129.1,14.64,day,1.0,Germany
j_096472,9018600.0,77.6,Korea,4,18.3,18.17,day,1.0,US_East
j_078204,9018968.5,2.6,Germany,5,3.2,10.27,day,1.0,France
j_041737,9018994.1,587.2,US_East,2,8710.7,4.28,night,1.0,Germany
j_096464,9019403.6,1008.9,Korea,1,77429.7,18.39,day,1.0,Germany
j_005238,9019580.6,749.9,US_West,1,79501.1,1.44,night,1.0,Germany
j_023495,9020087.6,2.0,US_Central,5,1.1,3.58,night,1.0,France
j_059969,9020130.7,116.6,France,3,142.0,10.59,day,1.0,Germany
j_041732,9020450.5,4004.4,US_East,1,50955.9,4.68,night,1.0,Germany
j_114728,9020517.2,3.0,India,5,1.1,15.2,day,1.0,US_East
j_023473,9020679.7,19.0,US_Central,4,30.5,3.74,night,1.0,Germany
j_059987,9020776.0,1.2,France,5,3.5,10.77,day,1.0,Germany
j_078203,9020955.3,6.4,Germany,5,2.4,10.82,day,1.0,Germany
j_059963,9021024.4,5.3,France,5,3.4,10.84,day,1.0,France
j_078224,9021517.7,4.0,Germany,5,1.2,10.98,day,1.0,US_East
j_023465,9021674.3,2959.6,US_Central,1,54137.0,4.02,night,1.0,Germany
j_114737,9021920.8,3.3,India,4,48.6,15.59,day,1.0,France
j_059962,9021950.5,3.9,France,5,1.8,11.1,day,1.0,Germany
j_005207,9022761.4,4.9,US_West,5,1.3,2.32,night,1.0,Germany
j_041733,9022776.1,2226.8,US_East,1,44892.8,5.33,night,1.0,France
j_005245,9022923.5,5.2,US_West,5,4.9,2.37,night,1.0,Germany
j_041717,9023098.9,53.5,US_East,3,496.4,5.42,night,1.0,Germany
j_041709,9023175.4,342.0,US_East,2,7864.2,5.44,night,1.0,France
j_005205,9023227.0,47.1,US_West,4,20.9,2.45,night,1.0,France
j_005208,9023577.7,5576.4,US_West,1,43492.4,2.55,night,1.0,France
j_041729,9023633.8,2291.8,US_East,1,72784.4,5.56,night,1.0,France
j_114730,9023704.5,5.7,India,5,2.1,16.08,day,1.0,Germany
j_005241,9023831.8,3035.4,US_West,1,84637.4,2.62,night,1.0,Germany
j_023454,9024042.8,3.3,US_Central,5,1.7,4.68,night,1.0,France
j_078206,9024051.0,7.4,Germany,5,3.9,11.68,day,1.0,France
j_114742,9024890.1,9.3,India,5,1.5,16.41,day,1.0,Germany
j_041713,9025208.2,1515.5,US_East,1,47748.6,6.0,night,1.0,Germany
j_005223,9025397.2,5594.0,US_West,1,57648.5,3.05,night,1.0,France
j_114738,9025519.2,12.5,India,4,25.3,16.59,day,1.0,Germany
j_005234,9025590.8,1236.8,US_West,2,28644.1,3.11,night,1.0,Germany
j_041715,9025615.6,2.7,US_East,5,2.2,6.12,night,1.0,France
j_059993,9026005.7,48.1,France,4,26.2,12.22,day,1.0,Germany
j_132995,9026617.9,20.9,Japan,4,31.3,20.39,night,1.0,Germany
j_059983,9027236.4,29.4,France,4,53.0,12.57,day,1.0,France
j_132950,9027668.8,5207.7,Japan,1,58535.3,20.69,night,1.0,France
j_132977,9027832.6,2.9,Japan,5,3.0,20.73,night,1.0,France
j_078241,9028070.4,2.7,Germany,5,4.6,12.8,day,1.0,France
j_078249,9028130.2,10.3,Germany,5,5.0,12.81,day,1.0,Germany
j_078247,9028156.5,19.2,Germany,4,20.6,12.82,day,1.0,Germany
j_023476,9028355.0,65.3,US_Central,4,38.2,5.88,night,1.0,France
j_096471,9028514.4,2060.3,Korea,1,71894.5,20.92,night,1.0,France
j_059994,9028656.0,5.0,France,5,2.2,12.96,day,1.0,France
j_005215,9029128.7,6417.1,US_West,1,67459.0,4.09,night,1.0,France
j_078209,9029298.6,41.4,Germany,4,51.2,13.14,day,1.0,France
j_132997,9029608.8,9.6,Japan,5,2.2,21.22,night,1.0,Germany
j_005212,9029703.7,3.5,US_West,5,1.2,4.25,night,1.0,Germany
j_005243,9030474.3,23.0,US_West,4,42.7,4.47,night,1.0,France
j_132959,9030496.9,56.8,Japan,4,35.6,21.47,night,1.0,France
j_078235,9030522.5,6.6,Germany,5,1.9,13.48,day,1.0,Germany
j_005233,9031135.4,2.5,US_West,5,2.1,4.65,night,1.0,France
j_078219,9031226.9,3.1,Germany,5,1.7,13.67,day,1.0,Germany
j_078232,9031358.3,9.3,Germany,5,1.8,13.71,day,1.0,Germany
j_114719,9031565.0,7.9,India,5,1.6,18.27,day,1.0,Germany
j_005230,9031782.8,20.0,US_West,4,53.6,4.83,night,1.0,France
j_078227,9032015.8,30.9,Germany,4,19.4,13.89,day,1.0,France
j_059990,9032249.2,6844.1,France,1,45296.7,13.96,day,1.0,Germany
j_078236,9032299.5,1.9,Germany,5,3.5,13.97,day,1.0,France
j_059980,9032824.4,12083.7,France,1,66482.8,14.12,day,1.0,US_West
j_132998,9033048.0,3.3,Japan,5,4.5,22.18,night,1.0,US_West
j_078220,9033307.4,3.3,Germany,5,3.0,14.25,day,1.0,France
j_059977,9033381.6,10163.0,France,1,72203.4,14.27,day,1.0,France
j_041741,9033661.3,3.4,US_East,5,3.0,8.35,day,1.0,US_West
j_023488,9033709.1,8328.9,US_Central,1,61439.4,7.36,night,1.0,US_West
j_078229,9033891.1,8.9,Germany,5,1.9,14.41,day,1.0,France
j_078222,9033911.5,116.6,Germany,3,206.0,14.42,day,1.0,France
j_096475,9034041.5,3.3,Korea,5,5.0,22.46,night,1.0,US_West
j_059953,9034054.3,47.9,France,4,48.2,14.46,day,1.0,US_West
j_132955,9034181.0,9.6,Japan,5,3.6,22.49,night,1.0,France
j_078217,9034794.8,21600.0,Germany,1,85784.6,14.67,day,1.0,France
j_078208,9035068.1,2.0,Germany,5,4.0,14.74,day,1.0,France
j_078244,9035084.4,3.4,Germany,5,1.6,14.75,day,1.0,US_West
j_041706,9035298.2,7.7,US_East,5,3.4,8.81,day,1.0,France
j_059985,9035564.9,21600.0,France,1,58688.8,14.88,day,1.0,France
j_078216,9035825.9,39.2,Germany,4,47.8,14.95,day,1.0,US_West
j_059955,9035840.5,1361.7,France,2,10830.0,14.96,day,1.0,US_West
j_096452,9035855.0,4908.3,Korea,1,58985.7,22.96,night,1.0,France
j_059956,9036154.9,53.3,France,4,51.2,15.04,day,1.0,France
j_078205,9036286.1,11.4,Germany,5,2.4,15.08,day,1.0,US_West
j_059965,9036515.2,6111.9,France,1,58617.5,15.14,day,1.0,US_West
j_096491,9036936.2,2525.9,Korea,2,9311.2,23.26,night,1.0,US_West
j_041744,9037057.1,3520.7,US_East,1,53315.6,9.29,day,1.0,France
j_005226,9037160.6,7.3,US_West,4,57.7,6.32,night,1.0,US_East
j_023491,9037170.6,1165.6,US_Central,2,11907.8,8.33,day,1.0,US_West
j_132962,9037340.8,2486.0,Japan,1,54572.7,23.37,night,1.0,US_West
j_078239,9037771.1,17.4,Germany,4,47.9,15.49,day,1.0,France
j_059995,9037814.8,9660.9,France,1,66004.8,15.5,day,1.0,France
j_114714,9037883.7,8.6,India,5,2.3,20.02,night,1.0,US_East
j_059999,9037915.9,1664.8,France,2,12510.9,15.53,day,1.0,France
j_041743,9037939.5,6494.7,US_East,1,72458.3,9.54,day,1.0,US_West
j_041700,9038123.3,13.5,US_East,5,2.7,9.59,day,1.0,US_East
j_132987,9038160.9,246.2,Japan,3,239.5,23.6,night,1.0,France
j_023497,9038563.0,69.1,US_Central,4,22.8,8.71,day,1.0,France
j_132988,9038622.5,2644.7,Japan,1,67578.2,23.73,night,1.0,France
j_132965,9038754.4,16560.6,Japan,1,56565.8,23.77,night,1.0,US_West
j_114700,9038912.1,17.7,India,5,1.1,20.31,night,1.0,US_West
j_132967,9038943.8,4.1,Japan,5,4.9,23.82,night,1.0,US_West
j_096451,9039931.2,42.6,Korea,4,35.7,0.09,night,1.0,France
j_096487,9039934.2,4950.5,Korea,1,74974.7,0.09,night,1.0,France
j_059970,9039954.3,10.5,France,5,1.3,16.1,day,1.0,France
j_005209,9039971.7,4353.0,US_West,2,15466.9,7.1,night,1.0,US_East
j_059997,9041006.1,4.2,France,5,1.2,16.39,day,1.0,France
j_059979,9041176.7,6284.2,France,1,84802.3,16.44,day,1.0,US_West
j_041746,9041244.4,7.9,US_East,5,1.2,10.46,day,1.0,France
j_005204,9041325.2,4000.3,US_West,1,69331.0,7.48,night,1.0,US_West
j_041718,9042149.8,612.5,US_East,2,27467.4,10.71,day,1.0,US_West
j_023478,9042398.0,9782.0,US_Central,1,51859.0,9.78,day,1.0,US_West
j_059971,9043091.0,720.6,France,2,9902.3,16.97,day,1.0,US_West
j_078225,9043141.3,866.3,Germany,3,301.6,16.98,day,1.0,US_West
j_041724,9043192.4,3.6,US_East,5,2.6,11.0,day,1.0,US_East
j_041716,9043215.2,7.8,US_East,5,1.9,11.0,day,1.0,US_East
j_023470,9043319.8,3164.8,US_Central,1,73311.8,10.03,day,1.0,US_West
j_059986,9043601.8,15.0,France,4,32.3,17.11,day,1.0,France
j_059975,9043659.5,90.4,France,3,416.1,17.13,day,1.0,France
j_023496,9043806.5,423.1,US_Central,3,216.2,10.17,day,1.0,US_East
j_132957,9043907.1,12538.3,Japan,1,60170.5,1.2,night,1.0,US_West
j_096493,9044971.9,1196.3,Korea,1,53115.9,1.49,night,1.0,France
j_078231,9045040.7,16.5,Germany,4,30.8,17.51,day,1.0,France
j_005236,9045153.1,222.5,US_West,3,158.0,8.54,day,1.0,US_East
j_132993,9045171.5,4487.7,Japan,1,47564.6,1.55,night,1.0,US_East
j_132978,9045336.1,14921.8,Japan,1,45389.4,1.59,night,1.0,US_East
j_059988,9045350.1,6.2,France,5,2.9,17.6,day,1.0,France
j_041707,9045375.8,9.7,US_East,5,2.3,11.6,day,1.0,US_East
j_005203,9045506.4,5821.9,US_West,2,18383.0,8.64,day,1.0,US_West
j_041722,9045555.2,1.8,US_East,5,4.6,11.65,day,1.0,US_East
j_041736,9045592.5,7.3,US_East,5,4.3,11.66,day,1.0,France
j_005248,9045728.0,4.2,US_West,5,4.2,8.7,day,1.0,US_East
j_096483,9045782.1,415.9,Korea,2,18809.1,1.72,night,1.0,US_West
j_023467,9045831.0,4.2,US_Central,5,3.7,10.73,day,1.0,France
j_023466,9047286.4,375.4,US_Central,3,555.4,11.14,day,1.0,France
j_114747,9047740.4,11.8,India,4,39.5,22.76,night,1.0,France
j_096484,9047978.1,3519.7,Korea,1,50560.0,2.33,night,1.0,France
j_023450,9048655.0,21.5,US_Central,4,58.1,11.52,day,1.0,US_West
j_041731,9048705.5,81.8,US_East,4,32.0,12.53,day,1.0,France
j_059998,9048909.1,21448.4,France,1,46098.5,18.59,day,1.0,France
j_096473,9049313.8,5440.8,Korea,1,76230.4,2.7,night,1.0,France
j_114720,9049473.9,5797.0,India,2,22654.0,23.24,night,1.0,France
j_132956,9049828.3,1410.3,Japan,2,18892.0,2.84,night,1.0,France
j_041745,9049977.2,7.9,US_East,5,2.2,12.88,day,1.0,France
j_114716,9050059.6,7831.3,India,1,58271.5,23.41,night,1.0,US_West
j_096477,9050529.8,6268.6,Korea,1,77917.4,3.04,night,1.0,France
j_078213,9050913.2,1018.5,Germany,2,16391.9,19.14,day,1.0,France
j_059957,9051622.7,13.8,France,5,4.1,19.34,day,1.0,France
j_096466,9051646.1,2730.1,Korea,1,45710.8,3.35,night,1.0,US_West
j_114732,9051795.6,393.8,India,2,21295.6,23.89,night,1.0,US_East
j_023468,9051937.4,4.9,US_Central,5,2.0,12.43,day,1.0,France
j_005213,9051954.6,6.3,US_West,5,4.6,10.43,day,1.0,US_East
j_023452,9052482.1,3.9,US_Central,5,2.2,12.58,day,1.0,US_East
j_132973,9052696.2,4471.5,Japan,1,44870.6,3.64,night,1.0,US_West
j_041723,9052739.1,3.7,US_East,5,1.7,13.65,day,1.0,US_West
j_023487,9052957.3,20.6,US_Central,4,39.6,12.71,day,1.0,US_West
j_114711,9053089.1,311.5,India,3,347.5,0.25,night,1.0,US_West
j_005237,9053247.7,5.4,US_West,5,4.9,10.79,day,1.0,France
j_114734,9053421.2,7452.4,India,1,53264.7,0.34,night,1.0,US_East
